experiment_id,method,case_index,system_id,rollout_index,seed,source_sdf,source_sha256,load_ok,valid,fully_connected_valid,condition_evaluable,condition_match,pb_evaluable,pb_valid,conditioned_pb_valid,strain_evaluable,strain_energy_kcal_mol,mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,error,runtime_seconds
20260723-03-official-metrics-reevaluation,coordinate_only,0,6pvz__1__1.A__1.C,5,2026072305,outputs/20260723-01-oracle-mask-repair-pilot/repairs/6pvz__1__1.A__1.C/seed_2026072305.sdf,47f478ffaba9372a985dfe1d5455e25aa18eec4b291b5b246b61ec0c7f3385c6,True,True,True,True,True,True,True,True,True,10.5198320006984,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.1837848424911499
20260723-03-official-metrics-reevaluation,official_inpainting,0,6pvz__1__1.A__1.C,5,2026072305,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/6pvz__1__1.A__1.C/seed_2026072305.sdf,fd451863795404927333fdd7855015fb2b15594b72a1a5f186b7bee480d7ca91,True,True,True,True,True,True,False,False,True,100.66724028365466,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18201498966664076
20260723-03-official-metrics-reevaluation,coordinate_only,0,6pvz__1__1.A__1.C,6,2026072306,outputs/20260723-01-oracle-mask-repair-pilot/repairs/6pvz__1__1.A__1.C/seed_2026072306.sdf,fc4fc2388b38eff9d877172d4ba09ca6014bcb1efa3bcd32f9d5b6e2556f7548,True,True,True,True,True,True,True,True,True,10.036339112458592,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18321989569813013
20260723-03-official-metrics-reevaluation,official_inpainting,0,6pvz__1__1.A__1.C,6,2026072306,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/6pvz__1__1.A__1.C/seed_2026072306.sdf,a8f82f61805f430650997cb684645a3b2ef0837b899c9094881252b53d91d1c7,True,True,True,True,True,True,True,True,True,26.54550080040414,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18433981109410524
20260723-03-official-metrics-reevaluation,coordinate_only,0,6pvz__1__1.A__1.C,7,2026072307,outputs/20260723-01-oracle-mask-repair-pilot/repairs/6pvz__1__1.A__1.C/seed_2026072307.sdf,1f1670cc33a675b7915a2b7599702ed8542b08b868cf10298193c2504df75d47,True,True,True,True,True,True,True,True,True,10.43686468161593,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18301222752779722
20260723-03-official-metrics-reevaluation,official_inpainting,0,6pvz__1__1.A__1.C,7,2026072307,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/6pvz__1__1.A__1.C/seed_2026072307.sdf,9be62797cbd1e1297aa66a173c8f621cedfe3027bc0245471e761fc57270be2a,True,True,True,True,True,True,True,True,True,33.40444313568132,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18101566284894943
20260723-03-official-metrics-reevaluation,coordinate_only,0,6pvz__1__1.A__1.C,8,2026072308,outputs/20260723-01-oracle-mask-repair-pilot/repairs/6pvz__1__1.A__1.C/seed_2026072308.sdf,fbcd01e0492789253e5b347f2e952448a08dfc1227f89e9cab7b81285fbda82e,True,True,True,True,True,True,True,True,True,10.531809894179602,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18212121073156595
20260723-03-official-metrics-reevaluation,official_inpainting,0,6pvz__1__1.A__1.C,8,2026072308,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/6pvz__1__1.A__1.C/seed_2026072308.sdf,e94115bc687d601385602ff9319ee6e014138e9645c8afc1813f87cca133f75f,True,True,True,True,True,True,True,True,True,64.71193652709051,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18284818716347218
20260723-03-official-metrics-reevaluation,coordinate_only,0,6pvz__1__1.A__1.C,9,2026072309,outputs/20260723-01-oracle-mask-repair-pilot/repairs/6pvz__1__1.A__1.C/seed_2026072309.sdf,95e5115324caf2f2e1d175f0bcd24575c3647ee5c5397795803a179e4837365e,True,True,True,True,True,True,True,True,True,10.802721117367398,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.18242873903363943
20260723-03-official-metrics-reevaluation,official_inpainting,0,6pvz__1__1.A__1.C,9,2026072309,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/6pvz__1__1.A__1.C/seed_2026072309.sdf,fa8d3acc5dafdcd1acac630a6938fe6c8daf3fe52a3ef339205b32e2790f1346,True,True,True,True,True,True,True,True,True,69.23242921845542,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.19420765712857246
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,0,2026072310,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072310.sdf,7236f176f04d12de7d063d77a0c0758d9184a104c9e1258079f42655351eaa46,True,True,True,True,True,True,False,False,True,48710.853889600745,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,,2.9864114178344607
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,0,2026072310,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072310.sdf,4294b70b9778b1b46d7edd357f3b1588b80835aefdab61a9455aff744db4ed4d,True,True,True,True,True,True,False,False,True,1029.2460951524315,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,,2.731533386744559
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,1,2026072311,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072311.sdf,e76605491c71221fb830cb26cd34eed5f6b47d7e85480516f97db5e5874d3e1e,True,True,True,True,True,True,False,False,True,108433.19337176452,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,,2.2574554942548275
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,1,2026072311,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072311.sdf,bb36052a5ba8cfc817e7dbb133dc4a34f321130a44e9c496924a73050efabb33,True,True,True,True,True,True,False,False,True,589.095813138036,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,,2.86407467443496
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,2,2026072312,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072312.sdf,cc43edc9611b6d92c9457957dc8ef3b87f59a4384011f881bd4f4344adb10706,True,True,True,True,True,True,False,False,True,3457.5797223525497,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,,2.2125592697411776
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,2,2026072312,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072312.sdf,7b892604d7b1d1b4c8b616d6bd8713b35beeacc73245eed4bfe16935785e2a7d,True,True,True,True,True,True,True,True,True,145.80175868615487,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.872980103828013
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,3,2026072313,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072313.sdf,8ff8084e47009b0308668781e13960c146d969847a60601e724d0e4cb29dac9a,True,True,True,True,True,True,False,False,True,70766.15874569635,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,,2.299484637565911
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,3,2026072313,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072313.sdf,bcaa6083797164ce958ca7b1f1fe896a007f394ae315dbf76172ebac8c5be714,True,True,True,True,True,True,True,True,True,272.0297264367171,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.723498691804707
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,4,2026072314,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072314.sdf,2a287056a0833814d1c2cbcf671cdca0465b4c3e6603706b1ffd501472e56214,True,True,True,True,True,True,False,False,True,126670.24870209361,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,,2.2507420359179378
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,4,2026072314,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072314.sdf,aa0f7a4752ae7d53f1aa5c08bb4e8fc8b40a133b4ec36c168d265b0e101f6797,True,True,True,True,True,True,False,False,True,219.30879330401092,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.853614912368357
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,5,2026072315,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072315.sdf,a43e835f0c5ca163092ca3d3bb6d6eb213877df87f83e514b3ff0dbbea0707e8,True,True,True,True,True,True,False,False,True,119018.22213449983,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,,2.243139596655965
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,5,2026072315,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072315.sdf,ff9f857cf4e7ecd28bd971798554b040856a3d4e08189867007a09d468e73909,True,True,True,True,True,True,True,True,True,246.70966692825021,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.8606861168518662
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,6,2026072316,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072316.sdf,1d3a3adbc3632920508db8b3a3cad027149070e0159d44e3d35cac29740beb2f,True,True,True,True,True,True,False,False,True,87286.65564237251,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,,2.3084054430946708
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,6,2026072316,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072316.sdf,01401cd3dc40c8102111086bdef8172955d24b65fd633dff1426974a63634ed2,True,True,True,True,True,True,True,True,True,149.16588774188116,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.2444863049313426
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,7,2026072317,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072317.sdf,7902c1ab60575733835d5ea27acbba6a3e4da667f78a738ea661ee2c942ee6fb,True,True,True,True,True,True,False,False,True,19387.27378616154,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,,2.259595069102943
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,7,2026072317,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072317.sdf,a5a74a984ac2971032d3aa3fd35830a4eaf755ab1ee8149a65c322e8abd43ac5,True,True,True,True,True,True,True,True,True,144.00924816921147,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.8517670640721917
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,8,2026072318,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072318.sdf,bb415fd3dff756f686e1c3b13616431aac61cde3015a0226d237b540cecb730b,True,True,True,True,True,True,False,False,True,40975.47484132765,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,,2.3026191126555204
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,8,2026072318,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072318.sdf,53df65341295f71f8e501d969a8177592d52514050b8da9394dae671e00d5635,True,True,True,True,True,True,False,False,True,106.08045522188468,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.7320575332269073
20260723-03-official-metrics-reevaluation,coordinate_only,1,7ddl__1__1.A__1.T,9,2026072319,outputs/20260723-01-oracle-mask-repair-pilot/repairs/7ddl__1__1.A__1.T/seed_2026072319.sdf,0bdc97cc403de001290a5c7ee0d881a3225de8af058fe7d8f5fc32bcca30da60,True,True,True,True,True,True,False,False,True,97752.79367964382,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,,2.1876097610220313
20260723-03-official-metrics-reevaluation,official_inpainting,1,7ddl__1__1.A__1.T,9,2026072319,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072319.sdf,111f000e664090e52cb00bbc8e42bc836da6b76bad9e2f01b4c27da5c662cfdc,True,True,True,True,True,True,True,True,True,141.291449616091,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,2.3025998640805483
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,0,2026072320,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072320.sdf,da3aae309eaa430944b97e8e2e88c77440524eb4062d4c0cd1169da33d2f6c42,True,True,True,True,True,True,True,True,True,75.82461536362756,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.3773307893425226
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,0,2026072320,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072320.sdf,e7edcd878495c7817231bf71900ebdfbd30bac36ed16006e4cbb268f9e051ef1,True,True,True,True,True,True,False,False,True,190.97277773825695,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.2684755399823189
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,1,2026072321,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072321.sdf,e4d603ed7937037f1c3028760c558ffb116e29b4ea16545e9aa7f117d139b524,True,True,True,True,True,True,True,True,True,65.52285939376063,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.26448254380375147
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,1,2026072321,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072321.sdf,ba8a86d8ce1d6063ba071215de4270b4aff17804aac75c5b886518289ca65ad4,True,True,True,True,True,True,False,False,True,155.61974864987653,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.269434267655015
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,2,2026072322,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072322.sdf,22ba43f83c210b68c385ed1d711e5147a12b08b49284755523569d57432ccc3e,True,True,True,True,True,True,False,False,True,4073.3716894992335,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,,0.30352863669395447
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,2,2026072322,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072322.sdf,ed52407eb42413d64f8336406fba9776fd9ffa304a178401ab6d224558a4be71,True,True,True,True,True,True,False,False,True,165.27626531096877,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.2655139807611704
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,3,2026072323,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072323.sdf,59b32c552eb63e27878382f59f40e15fc1f6a89d576ef519a8241d8b6d83ce1d,True,True,True,True,True,True,False,False,True,68.37256724445182,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,0.2712501809000969
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,3,2026072323,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072323.sdf,e81a292adcef5eadaa8618f220d9fce52f3e43da7d066787549edb82df81c35e,True,True,True,True,True,True,True,True,True,100.12726079075296,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.2720737662166357
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,4,2026072324,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072324.sdf,603bdd5acff3f439fb5a693c9cbc4c55ad5421273805568f10bba308fef3e809,True,True,True,True,True,True,False,False,True,84.4282369272392,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,0.26786367315799
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,4,2026072324,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072324.sdf,8a2dacf0469ee922578551e0b9de562f150617506f76e080764baaaf2a741644,True,True,True,True,True,True,False,False,True,184.32018461563658,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.2673375653102994
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,5,2026072325,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072325.sdf,2cfa49748f68e2a1037f3147736755a472f070a3fa91bdf54c7d68de5b1454fc,True,True,True,True,True,True,False,False,True,75.22601703639867,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,0.2724237171933055
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,5,2026072325,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072325.sdf,497ee98387e2e242b6d67a94291ed5e787c90e8c85e9eeaa3028338f97388101,True,True,True,True,True,True,True,True,True,150.44214812300964,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.2746968688443303
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,6,2026072326,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072326.sdf,d1250ce2e3d753aea94280bb6b004d62fe689a655ec432f649677190eea692f1,True,True,True,True,True,True,False,False,True,69.3504440541408,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,0.26934797782450914
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,6,2026072326,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072326.sdf,5f3e5d12dd28a0905006bbd7620f8811f4be124c38e47155ebe461dce97120eb,True,True,True,True,True,True,False,False,True,165.1354302925,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.27554475609213114
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,7,2026072327,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072327.sdf,b2776e3786183a8fd5b4e7b31a42d98ac1b6b4e141fe197df45d442dfc3a2458,True,True,True,True,True,True,False,False,True,56.63564688629758,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,0.3046747548505664
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,7,2026072327,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072327.sdf,e3d6a55e5c56d1831b7c620ad3dee0f1386b72c909f77769497677d32ba6ff63,True,True,True,True,True,True,False,False,True,197.22246846403556,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.2854326218366623
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,8,2026072328,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072328.sdf,5d3556da83835ffeb75f5df8b29fac7afd2880fb4a5294e417af8b6a17aca708,True,True,True,True,True,True,False,False,True,66.32718394893834,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,0.27129493188112974
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,8,2026072328,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072328.sdf,356159136c7b28fdefb2976ee485cc1d5764b110470216dba6b71438c677563a,True,True,True,True,True,True,False,False,True,177.7433846367398,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.27530161663889885
20260723-03-official-metrics-reevaluation,coordinate_only,2,3rog__1__1.A__1.B,9,2026072329,outputs/20260723-01-oracle-mask-repair-pilot/repairs/3rog__1__1.A__1.B/seed_2026072329.sdf,32590a689790855043d7b82c7622617e6c1acb7b0375177fff4d603fd7fba42c,True,True,True,True,True,True,True,True,True,71.46823619238714,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.2712251525372267
20260723-03-official-metrics-reevaluation,official_inpainting,2,3rog__1__1.A__1.B,9,2026072329,outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072329.sdf,d1fc288b06237496ae12fc9b9cc634df60f216cc8f0a18f32401fd3d499ad376,True,True,True,True,True,True,False,False,True,166.03269811187158,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,0.27387603372335434
