experiment_id,source_experiment_id,method,stage,case_index,system_id,rollout_index,seed,steps,batch_size,run_status,error,finite_coords,sanitized,single_component,fixed_atoms_ok,fixed_bonds_ok,fixed_coords_ok,fixed_fragment_retained,raw_max_fixed_drift,no_protein_clash,num_pairwise_clashes,min_relative_distance,bond_lengths_ok,bond_angles_ok,no_internal_clash,geometry_ok,usable_output,same_molecule,canonical_isomeric_smiles,editable_rmsd_to_good,all_atom_rmsd_to_good,native_success,strict_success,runtime_seconds,peak_gpu_memory_mb,output_sha256,output_to_reference,sdf_path
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,0,2026072310,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,False,False,True,False,False,False,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]([C@@H]3C=CC(=O)OC3)CC[C@]12O,1.865719044062325,0.8636600968252998,False,False,3.3244193997234106,978.61376953125,b84683cbae4a7b5e357be2a0951140fce4249e6a987d36981dfd85fa379faaf3,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072310.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,1,2026072311,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,True,False,True,False,False,False,C[C@H](CCC(=O)[O-])[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.7753019268310855,0.821805104631436,False,False,3.3303916957229376,979.05810546875,92ff713c6886a27124b87a0024d7edd61258f4a6a631ac61cbde3461c2dbed08,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072311.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,2,2026072312,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,True,False,True,False,False,False,C[C@H](CCC(=O)[O-])[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2.147261026535159,0.9939887098372888,False,False,3.393220879137516,979.05810546875,ce4f5bfa6abe11154b94c210875cfd352d01999e75b2b23bf5187afaad913c92,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072312.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,3,2026072313,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,False,True,True,False,False,False,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]([C@H](O)C=CC(=O)[O-])CC[C@]12O,2.314642936461294,1.0714714780443624,False,False,3.3429904682561755,979.05810546875,403e6fdccaa226b0ae401bf57c628b3390305940ddfbf5c415fad0a49d541050,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072313.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,4,2026072314,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,False,False,True,False,False,False,C[C@H]([C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)[C@@H](C)C(=O)[O-],2.226805350117106,1.0308105766017346,False,False,3.315191905014217,979.05810546875,f4bf22a20bf0e06327c9c15b06f40d6df434ccba5fec7c707da0ea2c4d43fc21,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072314.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,5,2026072315,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,True,True,True,True,False,False,C[C@H](C=CC(=O)[O-])[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2.821012365436121,1.3058749755179475,False,False,3.3210168723016977,979.05810546875,e9950ad58c9cccca74269f0c548c21f0829b7d42e3fa2d3a02b79c90a36147cb,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072315.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,6,2026072316,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,True,True,True,True,False,False,C[C@@H](CCC(=O)[O-])[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2.8271373466830663,1.3087102908909978,False,False,3.3280682172626257,979.05810546875,681f273ec7d5fba189a859df836457728d54d028509f998915af5b6c9c9a6a13,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072316.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,7,2026072317,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,True,True,True,True,False,False,COC(=O)C[C@@H](C)[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2.0222533992002165,0.9361214228886883,False,False,3.352207936346531,979.05810546875,cda1d9f801fb80246bf9c41f413f2fb870eff25c9752e9a7876513c34d56eac8,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072317.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,8,2026072318,100,1,completed,,True,True,True,True,True,True,True,1.974533267819263e-06,True,0,0.8774487572160907,False,True,True,False,True,False,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3[nH][nH]c(=O)c3F)CC[C@]12O,2.0645243119284165,0.9556890531883265,False,False,3.3575555635616183,979.05810546875,50afb309d78638bc153c62923e1d958d1c9963e650618f8180de94a7b8197ab1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072318.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,1,7ddl__1__1.A__1.T,9,2026072319,100,1,completed,,True,True,True,False,True,True,False,1.974533267819263e-06,True,0,0.8774487572160907,True,True,True,True,False,False,C[C@H](C=CC(=O)[O-])[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2.069729238655023,0.958098466076575,False,False,3.348680621944368,979.05810546875,0ee429372d052ace3a5bae6a665841e4c5d1960ac31698571d4beeabe5bce82e,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/7ddl__1__1.A__1.T/seed_2026072319.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,0,2026072320,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8691549574938033,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.434644712152422,1.0625660662534289,False,False,3.3175268238410354,726.01513671875,e1a0acca4e3e531db8f5571ee6ffa973cf7f244c9f73f8510f715052d2b96b07,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072320.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,1,2026072321,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8691549574938033,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.6526781858551476,1.1577236754247542,False,False,3.276880250312388,726.01513671875,7b6d22603feb4b6e7d1f14cd2219b2565bde65bb25866f8360d8c1795992b143,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072321.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,2,2026072322,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8333600739473811,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.1570820185291413,0.94142777557786,False,False,3.3128216825425625,726.01513671875,95cffa5c6a7d06b553494928aed239791f6036c713578e42e822c05ea2d977fb,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072322.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,3,2026072323,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8169542178136597,True,True,True,True,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,1.9753082763993455,0.8620952106798273,True,True,3.2719989996403456,726.01513671875,a42bd3e89e27d4b9478801ff936b31b039b06be81a36235f2b47875653bcde5c,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072323.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,4,2026072324,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8691549574938033,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.5392303023971174,1.1082109599113215,False,False,3.374996170401573,726.01513671875,71c885c8b34de078b16402a2b6e5c1efc05496ec34a9959d546335720a3c3d02,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072324.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,5,2026072325,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.857950527807798,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.80411529439532,1.2238162480267365,False,False,3.2936484590172768,726.01513671875,858eaafb9f9b1b4da0364dde21ab9b3e8abf75d4c970cb481d7d295576f64e08,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072325.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,6,2026072326,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8512634964304703,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,1.7149885109124638,0.7484823508692837,False,False,3.434560882858932,726.01513671875,9adc510efbb6df4c2f94b2433b4eb88fcc0494ed9a06fcdc50b921e15c7dbd55,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072326.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,7,2026072327,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8687140727065163,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.3790986557227405,1.0383237797898572,False,False,3.5645767645910382,726.01513671875,dc55f87d9c52639c5a2679058b2207029bb587011bd756b485693435369ac8b8,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072327.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,8,2026072328,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.862956630585911,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.269972410077213,0.9906971816573228,False,False,3.2626488422974944,726.01513671875,185d118ba1e12b4e1fd4271f0d276c06da512383c3d02e1c4e4205eb29758997,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072328.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,2,3rog__1__1.A__1.B,9,2026072329,100,1,completed,,True,True,True,True,True,True,True,1.1596345743574565e-06,True,0,0.8483440498891045,True,False,True,False,True,True,Cc1cn([C@H]2C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O2)c(=O)[nH]c1=O,2.383675299534681,1.0403211909016368,False,False,3.3719008853659034,726.01513671875,f42bb47a6e18e6412e641e7417b4a1e73f4af3cdb6e906db6957c3fdb1f3121e,"[4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/3rog__1__1.A__1.B/seed_2026072329.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,3,4bv5__2__1.B__1.D,0,2026072330,100,1,completed,,True,True,True,True,True,True,True,9.301169493114621e-07,True,0,0.9140587824631043,False,True,False,False,True,False,CC(C)[N@H+](C)[C@@H](C)CC(=O)[N-]S(=O)(=O)c1ccccc1,3.1478810433669056,1.8623115403587018,False,False,3.395484546199441,410.1396484375,585b292d9a4f31a4ae1a6eb84a421e75c5aba2ce56699f10c592587a4c6fef3b,"[0,1,2,3,4,5,6,9,10,11,12,16,18,7,8,13,14,15,17,19]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/4bv5__2__1.B__1.D/seed_2026072330.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,3,4bv5__2__1.B__1.D,1,2026072331,100,1,completed,,True,True,True,True,True,True,True,9.301169493114621e-07,True,0,0.9140587824631043,True,True,True,True,True,False,O=C(CNCc1nccs1)[N-]S(=O)(=O)c1ccccc1,2.5054522582708363,1.4822455456850603,True,False,3.342012750916183,410.1396484375,dfaa5eb2677b23b1036473be49aeadd9c0eb4c61503d7748a2a8a6524d7f340d,"[0,1,2,3,4,5,6,9,10,11,12,16,18,7,8,13,14,15,17,19]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/4bv5__2__1.B__1.D/seed_2026072331.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,3,4bv5__2__1.B__1.D,2,2026072332,100,1,completed,,True,True,True,True,True,True,True,9.301169493114621e-07,True,0,0.9140587824631043,False,True,True,False,True,False,CCC[C@H](CC(=O)[N-]S(=O)(=O)c1ccccc1)C(=O)[O-],3.512754736176662,2.0781737280658708,False,False,3.409054127521813,410.1396484375,c39f65c4ad891d6366249cd4054e3d68bd6b796e8059ddd991d6ad5a6c19b77e,"[0,1,2,3,4,5,6,9,10,11,12,16,18,7,8,13,14,15,17,19]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/4bv5__2__1.B__1.D/seed_2026072332.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,3,4bv5__2__1.B__1.D,3,2026072333,100,1,completed,,True,True,True,True,True,True,True,9.301169493114621e-07,True,0,0.9140587824631043,True,True,True,True,True,False,CC(C)[N@@H+](C)[C@@H](C)CC(=O)[N-]S(=O)(=O)c1ccccc1,3.26314235002575,1.9305010489567727,True,False,3.4335547452792525,410.1396484375,6ce2b380e311e6d3e1e7e32a7216914ca4372e823ce98ed08bb2a4dc707b0e22,"[0,1,2,3,4,5,6,9,10,11,12,16,18,7,8,13,14,15,17,19]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/4bv5__2__1.B__1.D/seed_2026072333.sdf
20260723-02-official-fragment-inpainting-control,20260723-01-oracle-mask-repair-pilot,official_fragment_inpainting,formal,3,4bv5__2__1.B__1.D,4,2026072334,100,1,completed,,True,True,True,True,True,True,True,9.301169493114621e-07,True,0,0.9140587824631043,True,True,True,True,True,False,C[N@@H+]1CCC[C@@H](CC(=O)[N-]S(=O)(=O)c2ccccc2)C1,2.9634319272164595,1.753189971672551,True,False,3.3471772205084562,410.1396484375,34f9226640d7665e751a523449f1f9fbb5df8366ecce18000672f5d0ab8cfa4b,"[0,1,2,3,4,5,6,9,10,11,12,16,18,7,8,13,14,15,17,19]",outputs/20260723-02-official-fragment-inpainting-control/official_repairs/4bv5__2__1.B__1.D/seed_2026072334.sdf
